证券代码,证券简称,基金成立日
014461.OF,平安品质优选C,2021-12-29
014462.OF,光大保德信汇佳A,2022-07-28
014463.OF,光大保德信汇佳C,2022-07-28
014466.OF,工银行业优选A,2022-07-04
014467.OF,工银行业优选C,2022-07-04
014472.OF,景顺长城远见成长A,2022-01-25
014473.OF,景顺长城远见成长C,2022-01-25
014478.OF,中加低碳经济六个月持有A,2022-03-22
014479.OF,中加低碳经济六个月持有C,2022-03-22
014482.OF,华夏融盛可持续一年持有A,2022-07-26
014483.OF,华夏融盛可持续一年持有C,2022-07-26
014488.OF,国投瑞银产业升级两年持有A,2022-03-11
014489.OF,国投瑞银产业升级两年持有C,2022-03-11
014497.OF,诺安研究优选C,2021-12-22
014498.OF,诺安鸿鑫C,2021-12-22
014506.OF,博时成长臻选A,2022-01-25
014507.OF,博时成长臻选C,2022-01-25
014508.OF,汇添富先进制造A,2022-03-02
014509.OF,汇添富先进制造C,2022-03-02
014513.OF,金鹰远见优选A,2022-06-21
014514.OF,金鹰远见优选C,2022-06-21
014522.OF,汇添富低碳投资一年持有A,2022-02-25
014523.OF,汇添富低碳投资一年持有C,2022-02-25
014524.OF,汇添富制造业升级研究精选一年持有A,2023-01-17
014525.OF,汇添富制造业升级研究精选一年持有C,2023-01-17
014526.OF,汇添富中盘潜力增长一年持有A,2022-01-27
014527.OF,汇添富中盘潜力增长一年持有C,2022-01-27
014538.OF,长城研究精选C,2021-12-16
014539.OF,华安优势精选A,2022-01-26
014540.OF,华安优势精选C,2022-01-26
014541.OF,华安新能源主题A,2022-05-11
014542.OF,华安新能源主题C,2022-05-11
014545.OF,浦银安盛兴耀优选一年持有A,2022-06-07
014546.OF,浦银安盛兴耀优选一年持有C,2022-06-07
014547.OF,财通医药鑫选6个月持有A,2022-06-06
014548.OF,财通医药鑫选6个月持有C,2022-06-06
014556.OF,富荣量化精选A,2022-05-06
014557.OF,富荣量化精选C,2022-05-06
014558.OF,华商品质慧选A,2022-03-08
014559.OF,华商品质慧选C,2022-03-08
014560.OF,东方汽车产业趋势A,2022-02-09
014561.OF,东方汽车产业趋势C,2022-02-09
014562.OF,易方达品质动能三年持有A,2022-07-07
014563.OF,易方达品质动能三年持有C,2022-07-07
014572.OF,长信银利精选C,2022-01-06
014574.OF,鑫元清洁能源A,2022-01-26
014575.OF,鑫元清洁能源C,2022-01-26
014585.OF,银华心兴三年持有A,2022-01-20
014586.OF,银华心兴三年持有C,2022-01-20
014591.OF,广发瑞誉一年持有A,2022-01-19
014592.OF,广发瑞誉一年持有C,2022-01-19
014600.OF,博时回报严选A,2022-02-08
014601.OF,博时回报严选C,2022-02-08
014606.OF,招商高端装备A,2022-03-04
014607.OF,招商高端装备C,2022-03-04
014608.OF,中欧周期景气A,2022-01-05
014609.OF,中欧周期景气C,2022-01-05
014611.OF,富国核心科技12个月持有A,2022-01-28
014612.OF,富国核心科技12个月持有C,2022-01-28
014627.OF,财通多策略福瑞C,2021-12-22
014628.OF,财通福盛多策略C,2021-12-22
014639.OF,兴证全球合衡三年持有A,2022-01-13
014640.OF,兴证全球合衡三年持有C,2022-01-13
014641.OF,上投摩根行业轮动C,2021-12-24
014642.OF,上投摩根新兴动力C,2021-12-24
014647.OF,融通先进制造A,2022-02-22
014648.OF,融通先进制造C,2022-02-22
014649.OF,永赢优质精选A,2021-12-28
014650.OF,永赢优质精选C,2021-12-28
014651.OF,大成专精特新A,2022-01-27
014652.OF,大成专精特新C,2022-01-27
014653.OF,建信卓越成长一年持有A,2022-03-17
014654.OF,建信卓越成长一年持有C,2022-03-17
014659.OF,金元顺安行业精选A,2022-05-10
014660.OF,金元顺安行业精选C,2022-05-10
014663.OF,富国创新发展两年定开A,2022-01-10
014664.OF,富国创新发展两年定开C,2022-01-10
014666.OF,工银优质发展A,2022-05-24
014667.OF,工银优质发展C,2022-05-24
014677.OF,中信保诚至远动力E,2022-01-12
014686.OF,招商核心装备A,2022-07-26
014687.OF,招商核心装备C,2022-07-26
014691.OF,中加量化研选A,2022-04-11
014692.OF,中加量化研选C,2022-04-11
014695.OF,长盛先进制造六个月持有期A,2022-03-15
014696.OF,长盛先进制造六个月持有期C,2022-03-15
014699.OF,东方高端制造A,2023-03-01
014700.OF,东方高端制造C,2023-03-01
014701.OF,中欧量化动能A,2022-05-24
014702.OF,中欧量化动能C,2022-05-24
014703.OF,博时时代领航A,2022-01-25
014704.OF,博时时代领航C,2022-01-25
014706.OF,华富匠心明选一年持有A,2022-03-25
014707.OF,华富匠心明选一年持有C,2022-03-25
014708.OF,天弘臻选健康A,2022-03-17
014709.OF,天弘臻选健康C,2022-03-17
014718.OF,富国天旭均衡A,2022-02-07
014719.OF,富国天旭均衡C,2022-02-07
014724.OF,东方量化多策略C,2022-01-06
014725.OF,广发成长动力三年持有A,2022-07-26
014726.OF,广发成长动力三年持有C,2022-07-26
014727.OF,易方达成长动力A,2022-02-08
014728.OF,易方达成长动力C,2022-02-08
014729.OF,前海开源新兴产业C,2021-12-31
014734.OF,广发睿合A,2022-03-25
014735.OF,广发睿合C,2022-03-25
014744.OF,恒生前海兴享A,2022-09-15
014745.OF,恒生前海兴享C,2022-09-15
014746.OF,贝莱德港股通远景视野A,2022-01-21
014747.OF,贝莱德港股通远景视野C,2022-01-21
014750.OF,兴华消费精选6个月持有A,2022-01-25
014751.OF,兴华消费精选6个月持有C,2022-01-25
014754.OF,华安景气优选A,2022-06-02
014755.OF,华安景气优选C,2022-06-02
014756.OF,鹏华成长领航两年持有A,2022-01-21
014757.OF,鹏华成长领航两年持有C,2022-01-21
014765.OF,中欧碳中和A,2022-03-04
014766.OF,中欧碳中和C,2022-03-04
014771.OF,中泰红利优选一年持有,2022-03-24
014772.OF,中泰红利价值一年持有,2022-03-24
014773.OF,华安品质领先A,2022-03-08
014774.OF,华安品质领先C,2022-03-08
014781.OF,建信兴衡优选一年持有A,2022-06-21
014782.OF,建信兴衡优选一年持有C,2022-06-21
014783.OF,招商远见成长A,2022-08-23
014784.OF,招商远见成长C,2022-08-23
014786.OF,惠升品质优选A,2022-01-25
014787.OF,惠升品质优选C,2022-01-25
014788.OF,长城产业趋势A,2022-08-02
014789.OF,长城产业趋势C,2022-08-02
014792.OF,华泰柏瑞匠心臻选A,2022-06-27
014793.OF,华泰柏瑞匠心臻选C,2022-06-27
014794.OF,富国远见优选A,2022-02-16
014795.OF,富国远见优选C,2022-02-16
014797.OF,富国融悦12个月持有A,2022-11-04
014798.OF,富国融悦12个月持有C,2022-11-04
014805.OF,国金量化精选A,2022-03-18
014806.OF,国金量化精选C,2022-03-18
014807.OF,泰达宏利景气智选18个月持有A,2022-03-29
014808.OF,泰达宏利景气智选18个月持有C,2022-03-29
014811.OF,平安兴奕成长1年持有A,2022-01-25
014812.OF,平安兴奕成长1年持有C,2022-01-25
014818.OF,国金新兴价值A,2022-03-08
014819.OF,国金新兴价值C,2022-03-08
014825.OF,汇泉兴至未来一年持有A,2022-04-06
014826.OF,汇泉兴至未来一年持有C,2022-04-06
014829.OF,诺德新能源汽车A,2022-03-31
014830.OF,诺德新能源汽车C,2022-03-31
014836.OF,汇添富创新活力C,2022-01-17
014837.OF,汇添富创新活力D,2022-01-17
014838.OF,兴银碳中和主题A,2022-02-23
014839.OF,兴银碳中和主题C,2022-02-23
014840.OF,招商裕华,2022-02-11
014841.OF,东方阿尔法医疗健康A,2022-03-30
014842.OF,东方阿尔法医疗健康C,2022-03-30
014849.OF,建信健康民生C,2022-01-18
014859.OF,大成慧心优选一年持有A,2023-01-18
014860.OF,大成慧心优选一年持有C,2023-01-18
014867.OF,大摩优悦安和C,2022-01-26
014869.OF,大摩内需增长C,2022-01-26
014872.OF,嘉实品质蓝筹一年持有A,2022-02-11
014873.OF,嘉实品质蓝筹一年持有C,2022-02-11
014874.OF,惠升惠远回报A,2022-01-18
014875.OF,惠升惠远回报C,2022-01-18
014878.OF,华安价值驱动一年持有A,2022-02-25
014879.OF,华安价值驱动一年持有C,2022-02-25
014885.OF,长盛匠心研究精选A,2022-07-05
014886.OF,长盛匠心研究精选C,2022-07-05
014913.OF,博时研究回报A,2022-03-15
014914.OF,博时研究回报C,2022-03-15
014915.OF,财通匠心优选一年持有A,2022-04-07
014916.OF,财通匠心优选一年持有C,2022-04-07
014917.OF,汇丰晋信时代先锋A,2022-06-08
014918.OF,汇丰晋信时代先锋C,2022-06-08
014919.OF,银华心选一年持有A,2022-02-23
014920.OF,银华心选一年持有C,2022-02-23
014922.OF,华夏ESG可持续投资一年持有A,2022-03-09
014923.OF,华夏ESG可持续投资一年持有C,2022-03-09
014929.OF,民生加银创新成长C,2022-01-26
014938.OF,同泰产业升级A,2022-03-24
014939.OF,同泰产业升级C,2022-03-24
014946.OF,南方高质量优选A,2022-08-23
014947.OF,南方高质量优选C,2022-08-23
014950.OF,汇安润阳三年持有A,2022-04-01
014951.OF,汇安润阳三年持有C,2022-04-01
014953.OF,信澳至诚精选C,2022-01-27
014954.OF,信澳研究优选C,2022-01-27
014961.OF,中融兴鸿优选一年封闭A,2022-08-03
014962.OF,中融兴鸿优选一年封闭C,2022-08-03
014963.OF,交银先进制造C,2022-01-24
014970.OF,华安低碳生活C,2022-04-27
014971.OF,华安红利精选C,2022-04-27
014975.OF,华安科技动力C,2022-04-27
014976.OF,华安升级主题C,2022-04-27
014977.OF,华安生态优先C,2022-05-10
014986.OF,东方核心动力C,2022-01-27
014987.OF,华安产业趋势A,2022-08-03
014988.OF,华安产业趋势C,2022-08-03
014990.OF,华安幸福生活C,2022-05-10
014995.OF,中欧量化先锋A,2022-02-16
014996.OF,中欧量化先锋C,2022-02-16
014999.OF,华泰保兴吉年盈A,2022-03-18
015000.OF,华泰保兴吉年盈C,2022-03-18
015004.OF,中邮能源革新A,2022-03-08
015005.OF,中邮能源革新C,2022-03-08
015006.OF,中欧量化动力A,2022-03-02
015007.OF,中欧量化动力C,2022-03-02
015010.OF,嘉合锦鑫A,2022-03-02
015011.OF,嘉合锦鑫C,2022-03-02
015026.OF,鹏华增华A,2022-08-16
015027.OF,鹏华增华C,2022-08-16
015030.OF,博时远见回报A,2022-03-01
015031.OF,博时远见回报C,2022-03-01
015032.OF,中融医药消费A,2022-03-09
015033.OF,中融医药消费C,2022-03-09
015034.OF,泰信优势领航,2022-09-07
015035.OF,银华核心动力精选A,2022-08-18
015036.OF,银华核心动力精选C,2022-08-18
015039.OF,长信金利趋势C,2022-02-15
015043.OF,西部利得时代动力A,2022-05-31
015044.OF,西部利得时代动力C,2022-05-31
015056.OF,百嘉百盛,2022-06-16
015057.OF,上投摩根核心优选C,2022-02-08
015059.OF,华夏产业升级C,2022-02-22
015071.OF,鑫元专精特新企业精选主题A,2022-06-17
015072.OF,鑫元专精特新企业精选主题C,2022-06-17
015073.OF,华夏复兴C,2022-02-22
015077.OF,上投摩根成长先锋C,2022-02-15
015079.OF,永赢成长远航一年持有A,2022-04-07
015080.OF,永赢成长远航一年持有C,2022-04-07
015092.OF,汇安远见成长A,2022-08-18
015093.OF,汇安远见成长C,2022-08-18
015094.OF,华商300智选A,2022-08-18
015095.OF,华商300智选C,2022-08-18
015096.OF,西藏东财数字经济优选A,2022-03-01
015097.OF,西藏东财数字经济优选C,2022-03-01
015100.OF,华泰柏瑞低碳经济智选A,2022-08-02
015101.OF,华泰柏瑞低碳经济智选C,2022-08-02
015102.OF,东方红ESG可持续投资A,2022-03-02
015103.OF,东方红ESG可持续投资C,2022-03-02
015104.OF,博道研究恒选A,2022-06-02
015105.OF,博道研究恒选C,2022-06-02
015110.OF,惠升领先优选A,2022-03-09
015111.OF,惠升领先优选C,2022-03-09
015116.OF,汇添富大盘核心资产C,2022-02-14
015117.OF,汇添富大盘核心资产D,2022-02-14
015118.OF,汇添富沪港深大盘价值C,2022-02-14
015119.OF,汇添富沪港深大盘价值D,2022-02-14
015127.OF,长城产业成长A,2022-06-21
015128.OF,长城产业成长C,2022-06-21
015135.OF,工银专精特新A,2022-08-01
015136.OF,工银专精特新C,2022-08-01
015137.OF,国富均衡增长A,2022-08-02
015138.OF,国富均衡增长C,2022-08-02
015143.OF,中欧智能制造A,2022-03-22
015144.OF,中欧智能制造C,2022-03-22
015150.OF,恒越匠心优选一年持有A,2022-11-23
015151.OF,恒越匠心优选一年持有C,2022-11-23
015158.OF,申万菱信价值精选C,2022-02-25
015162.OF,景顺长城鑫景产业精选一年持有A,2022-10-21
015163.OF,景顺长城鑫景产业精选一年持有C,2022-10-21
015173.OF,申万菱信竞争优势C,2022-03-01
015179.OF,汇添富美丽30C,2022-03-07
015180.OF,汇添富美丽30D,2022-03-07
015181.OF,汇添富逆向投资C,2022-03-07
015182.OF,汇添富逆向投资D,2022-03-07
015183.OF,汇添富文体娱乐主题C,2022-03-07
015184.OF,汇添富文体娱乐主题D,2022-03-07
015187.OF,汇添富消费升级C,2022-03-07
015188.OF,汇添富消费升级D,2022-03-07
015190.OF,汇添富行业整合主题C,2022-03-07
015191.OF,汇添富行业整合主题D,2022-03-07
015192.OF,汇添富社会责任C,2022-03-07
015193.OF,汇添富社会责任D,2022-03-07
015217.OF,鹏扬成长领航A,2022-10-21
015218.OF,鹏扬成长领航C,2022-10-21
015219.OF,鹏扬产业智选一年持有A,2022-09-01
015220.OF,鹏扬产业智选一年持有C,2022-09-01
015223.OF,汇添富进取成长A,2022-09-14
015224.OF,汇添富进取成长C,2022-09-14
015227.OF,华夏创新研选A,2022-08-23
015228.OF,华夏创新研选C,2022-08-23
015229.OF,华夏低碳经济一年持有A,2022-06-28
015230.OF,华夏低碳经济一年持有C,2022-06-28
015245.OF,南华丰汇,2022-02-28
015254.OF,申万菱信消费增长C,2022-03-03
015276.OF,博时均衡回报A,2022-05-31
015277.OF,博时均衡回报C,2022-05-31
015285.OF,国投瑞银产业转型一年持有A,2022-07-21
015286.OF,国投瑞银产业转型一年持有C,2022-07-21
015287.OF,永赢优质生活A,2022-08-23
015288.OF,永赢优质生活C,2022-08-23
015289.OF,格林高股息优选A,2022-11-15
015290.OF,格林高股息优选C,2022-11-15
015293.OF,金鹰时代领航一年持有A,2022-09-06
015294.OF,金鹰时代领航一年持有C,2022-09-06
015303.OF,鹏扬丰融价值先锋一年持有A,2022-03-25
015304.OF,鹏扬丰融价值先锋一年持有C,2022-03-25
015305.OF,银华鑫峰A,2022-04-29
015306.OF,银华鑫峰C,2022-04-29
015320.OF,长江新兴产业A,2022-04-22
015321.OF,长江新兴产业C,2022-04-22
015343.OF,长安优势行业A,2022-09-01
015344.OF,长安优势行业C,2022-09-01
015346.OF,上投摩根健康品质生活C,2022-03-10
015347.OF,泰康景气行业A,2022-09-29
015348.OF,泰康景气行业C,2022-09-29
015357.OF,上投摩根慧享成长A,2022-08-23
015358.OF,上投摩根慧享成长C,2022-08-23
015365.OF,中银动态策略C,2022-03-16
015368.OF,国泰君安领航成长一年持有A,2023-02-28
015369.OF,国泰君安领航成长一年持有C,2023-02-28
015373.OF,浙商智选新兴产业A,2022-05-24
015374.OF,浙商智选新兴产业C,2022-05-24
015381.OF,东方兴瑞趋势领航A,2022-08-16
015382.OF,东方兴瑞趋势领航C,2022-08-16
015383.OF,长城久富C,2022-03-22
015384.OF,万家瑞隆C,2022-03-17
015386.OF,中银主题策略C,2022-03-16
015391.OF,上银新能源产业精选A,2022-04-20
015392.OF,上银新能源产业精选C,2022-04-20
015396.OF,南方潜力新蓝筹C,2022-03-16
015412.OF,西部利得数字产业A,2022-06-28
015413.OF,西部利得数字产业C,2022-06-28
015440.OF,信澳智选先锋一年持有A,2022-06-14
015441.OF,信澳智选先锋一年持有C,2022-06-14
015443.OF,惠升惠享启睿A,2022-07-07
015444.OF,惠升惠享启睿C,2022-07-07
015455.OF,信澳周期动力C,2022-03-23
015456.OF,信澳领先增长C,2022-03-24
015458.OF,天弘周期策略C,2022-03-23
015463.OF,天弘永定成长C,2022-03-23
015481.OF,中欧睿见C,2022-04-22
015485.OF,平安策略优选1年持有A,2023-01-17
015486.OF,平安策略优选1年持有C,2023-01-17
015505.OF,中邮专精特新一年持有A,2022-09-14
015506.OF,中邮专精特新一年持有C,2022-09-14
015510.OF,平安价值领航A,2022-11-23
015511.OF,平安价值领航C,2022-11-23
015514.OF,方正富邦鑫诚12个月持有A,2022-09-21
015515.OF,方正富邦鑫诚12个月持有C,2022-09-21
015521.OF,建信兴晟优选一年持有A,2022-09-27
015522.OF,建信兴晟优选一年持有C,2022-09-27
015527.OF,弘毅远方汽车产业升级A,2022-12-16
015528.OF,弘毅远方汽车产业升级C,2022-12-16
015547.OF,华商核心成长一年持有A,2022-12-26
015548.OF,华商核心成长一年持有C,2022-12-26
015549.OF,金鹰品质消费A,2022-05-19
015550.OF,金鹰品质消费C,2022-05-19
015553.OF,融通价值成长A,2022-07-18
015554.OF,融通价值成长C,2022-07-18
015555.OF,兴银成长精选A,2022-10-25
015556.OF,兴银成长精选C,2022-10-25
015559.OF,长江启航A,2022-06-13
015560.OF,长江启航C,2022-06-13
015561.OF,长城双动力C,2022-04-15
015562.OF,长城医疗保健C,2022-04-15
015564.OF,大成弘远回报一年持有A,2022-09-27
015565.OF,大成弘远回报一年持有C,2022-09-27
015566.OF,万家精选C,2022-04-25
015570.OF,创金合信医药优选3个月持有A,2022-08-30
015571.OF,创金合信医药优选3个月持有C,2022-08-30
015574.OF,宝盈新能源产业A,2022-05-27
015575.OF,宝盈新能源产业C,2022-05-27
015582.OF,国泰量化策略收益C,2022-05-18
015585.OF,国泰优势行业C,2022-05-17
015586.OF,东方匠心优选A,2022-11-22
015587.OF,东方匠心优选C,2022-11-22
015592.OF,国泰事件驱动C,2022-05-20
015594.OF,国泰区位优势C,2022-05-16
015601.OF,泰达宏利行业精选C,2022-06-10
015604.OF,华安动力领航A,2022-11-08
015605.OF,华安动力领航C,2022-11-08
015610.OF,万家匠心致远一年持有A,2022-08-09
015611.OF,万家匠心致远一年持有C,2022-08-09
015613.OF,华宝多策略C,2022-04-29
015614.OF,华宝价值发现C,2022-05-06
015619.OF,泰达宏利红利先锋C,2022-06-10
015630.OF,申万菱信乐融一年持有A,2022-06-17
015631.OF,申万菱信乐融一年持有C,2022-06-17
015633.OF,中金景气驱动A,2022-05-05
015634.OF,中金景气驱动C,2022-05-05
015635.OF,汇安价值先锋A,2022-09-29
015636.OF,汇安价值先锋C,2022-09-29
015637.OF,上投摩根阿尔法C,2022-05-06
015655.OF,富荣医药健康A,2022-06-28
015656.OF,富荣医药健康C,2022-06-28
015663.OF,易米开鑫价值优选A,2022-08-02
015664.OF,易米开鑫价值优选C,2022-08-02
015665.OF,银河和美生活C,2022-05-16
015666.OF,银河医药健康C,2022-05-16
015668.OF,银河消费驱动C,2022-05-23
015669.OF,银河蓝筹精选C,2022-05-23
015670.OF,银河行业优选C,2022-05-23
015683.OF,景顺长城科技创新C,2022-04-29
015684.OF,银华盛利C,2022-05-12
015687.OF,银华乐享C,2022-05-16
015689.OF,富国价值增长C,2022-06-14
015690.OF,富国中小盘精选C,2022-06-14
015691.OF,富国长期成长C,2022-06-14
015692.OF,富国通胀通缩主题C,2022-06-16
015694.OF,瑞达策略优选A,2022-05-17
015695.OF,瑞达策略优选C,2022-05-17
015696.OF,农银汇理绿色能源精选,2022-08-02
015697.OF,华夏磐润两年定开A,2022-08-24
015698.OF,华夏磐润两年定开C,2022-08-24
015699.OF,平安均衡成长2年持有A,2022-07-19
015700.OF,平安均衡成长2年持有C,2022-07-19
015703.OF,易米开泰A,2022-11-08
015704.OF,易米开泰C,2022-11-08
015710.OF,华夏高端装备龙头A,2022-05-25
015711.OF,华夏高端装备龙头C,2022-05-25
015715.OF,富国成长动力C,2022-06-16
015718.OF,财通资管均衡臻选A,2022-11-15
015719.OF,财通资管均衡臻选C,2022-11-15
015722.OF,长城中小盘成长C,2022-05-13
015724.OF,英大碳中和A,2023-01-16
015725.OF,英大碳中和C,2023-01-16
015729.OF,朱雀碳中和三年持有,2022-09-07
015731.OF,景顺长城核心竞争力C,2022-06-02
015732.OF,尚正新能源产业A,2022-08-10
015733.OF,尚正新能源产业C,2022-08-10
015737.OF,长盛均衡回报A,2023-01-17
015738.OF,长盛均衡回报C,2023-01-17
015741.OF,西藏东财品质生活优选A,2022-06-07
015742.OF,西藏东财品质生活优选C,2022-06-07
015745.OF,上银鑫卓C,2022-05-20
015749.OF,博时优享回报A,2022-08-02
015750.OF,博时优享回报C,2022-08-02
015751.OF,景顺长城品质长青C,2022-05-13
015752.OF,景顺长城核心招景C,2022-05-18
015755.OF,景顺长城绩优成长C,2022-05-18
015756.OF,景顺长城景气成长C,2022-05-20
015765.OF,东方专精特新A,2022-12-07
015766.OF,东方专精特新C,2022-12-07
015768.OF,长信内需成长C,2022-05-25
015769.OF,天弘低碳经济A,2022-06-28
015770.OF,天弘低碳经济C,2022-06-28
015775.OF,景顺长城品质成长C,2022-05-25
015780.OF,大成ESG责任投资A,2022-06-24
015781.OF,大成ESG责任投资C,2022-06-24
015789.OF,永赢高端装备智选A,2022-07-15
015790.OF,永赢高端装备智选C,2022-07-15
015796.OF,万家新能源主题A,2022-05-31
015797.OF,万家新能源主题C,2022-05-31
015828.OF,永赢新能源智选A,2022-06-17
015829.OF,永赢新能源智选C,2022-06-17
015838.OF,广发招利A,2022-09-20
015839.OF,广发招利C,2022-09-20
015842.OF,国投瑞银专精特新量化选股A,2022-12-05
015843.OF,国投瑞银专精特新量化选股C,2022-12-05
015850.OF,农银汇理行业轮动C,2022-05-26
015856.OF,格林碳中和主题A,2023-01-18
015857.OF,格林碳中和主题C,2023-01-18
015870.OF,富安达先进制造A,2022-06-28
015880.OF,中欧小盘成长A,2022-06-28
015881.OF,中欧小盘成长C,2022-06-28
015886.OF,富安达先进制造C,2022-06-28
015887.OF,国投瑞银行业睿选A,2022-09-07
015888.OF,国投瑞银行业睿选C,2022-09-07
015900.OF,东方阿尔法兴科一年持有A,2022-09-28
015901.OF,东方阿尔法兴科一年持有C,2022-09-28
015902.OF,博时优质精选A,2022-08-22
015903.OF,博时优质精选C,2022-08-22
015911.OF,兴业致远A,2022-11-29
015912.OF,兴业致远C,2022-11-29
015915.OF,永赢医药创新智选A,2022-11-22
015916.OF,永赢医药创新智选C,2022-11-22
015919.OF,申万菱信专精特新主题A,2022-07-12
015920.OF,申万菱信专精特新主题C,2022-07-12
015927.OF,西部利得绿色能源A,2022-11-29
015928.OF,西部利得绿色能源C,2022-11-29
015936.OF,中信保诚弘远C,2022-06-09
015945.OF,易方达国防军工C,2022-06-21
015947.OF,兴业研究精选C,2022-06-17
015963.OF,汇安品质优选A,2022-08-30
015964.OF,汇安品质优选C,2022-08-30
015967.OF,永赢半导体产业智选A,2022-09-22
015968.OF,永赢半导体产业智选C,2022-09-22
015970.OF,华泰柏瑞景气驱动A,2022-09-28
015971.OF,华泰柏瑞景气驱动C,2022-09-28
015973.OF,工银恒嘉一年持有A,2023-01-17
015974.OF,工银恒嘉一年持有C,2023-01-17
015980.OF,光大保德信高端装备A,2022-11-10
015981.OF,光大保德信高端装备C,2022-11-10
015984.OF,金鹰碳中和A,2023-03-01
015985.OF,金鹰碳中和C,2023-03-01
015986.OF,中海新兴成长六个月持有,2022-09-02
015989.OF,华安碳中和主题A,2023-02-07
015990.OF,华安碳中和主题C,2023-02-07
016021.OF,华安优嘉精选A,2022-08-30
016022.OF,华安优嘉精选C,2022-08-30
016029.OF,湘财成长优选一年持有A,2022-07-28
016030.OF,湘财成长优选一年持有C,2022-07-28
016045.OF,华商研究回报一年持有A,2023-03-07
016046.OF,华商研究回报一年持有C,2023-03-07
016049.OF,华商甄选回报C,2022-07-07
016060.OF,大成健康产业C,2022-06-23
016064.OF,建信智远先锋A,2022-10-14
016065.OF,建信智远先锋C,2022-10-14
016067.OF,鹏华新能源汽车A,2022-07-26
016068.OF,鹏华新能源汽车C,2022-07-26
016075.OF,华夏智造升级A,2022-11-18
016076.OF,华夏智造升级C,2022-11-18
016091.OF,汇泉匠心智选一年持有A,2022-09-13
016092.OF,汇泉匠心智选一年持有C,2022-09-13
016097.OF,东吴兴弘一年持有A,2022-09-14
016098.OF,东吴兴弘一年持有C,2022-09-14
016099.OF,华安成长创新C,2022-08-11
016101.OF,申万菱信碳中和智选A,2022-08-02
016102.OF,申万菱信碳中和智选C,2022-08-02
016105.OF,申万菱信兴乐优选A,2022-08-24
016106.OF,申万菱信兴乐优选C,2022-08-24
016117.OF,贝莱德先进制造一年持有A,2022-08-31
016118.OF,贝莱德先进制造一年持有C,2022-08-31
016119.OF,华富时代锐选A,2022-12-01
016120.OF,华富时代锐选C,2022-12-01
016130.OF,国泰君安品质生活A,2022-07-19
016131.OF,国泰君安品质生活C,2022-07-19
016155.OF,鹏扬消费行业A,2022-08-09
016156.OF,鹏扬消费行业C,2022-08-09
016157.OF,汇添富数字经济核心产业一年持有A,2022-10-31
016158.OF,汇添富数字经济核心产业一年持有C,2022-10-31
016159.OF,汇添富数字经济核心产业一年持有D,2022-10-31
016163.OF,万家欣远A,2022-09-28
016164.OF,万家欣远C,2022-09-28
016165.OF,汇添富优势企业精选A,2022-10-14
016166.OF,万家颐远均衡一年持有A,2022-08-30
016167.OF,万家颐远均衡一年持有C,2022-08-30
016169.OF,嘉实价值优势C,2022-07-15
016173.OF,汇添富优势企业精选C,2022-10-14
016174.OF,汇丰晋信策略优选A,2022-09-14
016175.OF,汇丰晋信策略优选C,2022-09-14
016198.OF,大成科创主题C,2022-07-18
016234.OF,财通景气行业C,2022-07-18
016237.OF,华夏数字经济龙头A,2022-08-05
016238.OF,华夏数字经济龙头C,2022-08-05
016243.OF,广发成长领航一年持有A,2023-03-10
016244.OF,广发成长领航一年持有C,2023-03-10
016248.OF,银华创新动力优选A,2023-01-05
016249.OF,银华创新动力优选C,2023-01-05
016250.OF,华夏远见成长一年持有A,2022-09-20
016251.OF,华夏远见成长一年持有C,2022-09-20
016252.OF,华夏景气成长一年持有A,2023-02-14
016253.OF,华夏景气成长一年持有C,2023-02-14
016254.OF,中信保诚精萃成长C,2022-07-15
016255.OF,信诚优胜精选C,2022-07-15
016256.OF,信诚中小盘C,2022-07-15
016257.OF,华宝动力组合C,2022-07-19
016265.OF,中信建投趋势领航两年持有A,2022-10-11
016266.OF,中信建投趋势领航两年持有C,2022-10-11
016274.OF,华泰保兴鑫成优选A,2022-11-09
016275.OF,华泰保兴鑫成优选C,2022-11-09
016282.OF,建信内生动力C,2022-07-28
016285.OF,汇丰晋信龙头优势A,2022-09-27
016286.OF,汇丰晋信龙头优势C,2022-09-27
016287.OF,大成消费机遇A,2022-11-18
016288.OF,大成消费机遇C,2022-11-18
016293.OF,华安核心优选C,2022-08-11
016294.OF,华安宏利C,2022-08-11
016297.OF,中欧丰泰港股通A,2022-09-14
016298.OF,中欧丰泰港股通C,2022-09-14
016303.OF,中信建投北交所精选两年定开A,2022-08-16
016304.OF,中信建投北交所精选两年定开C,2022-08-16
016305.OF,农银汇理专精特新A,2022-09-29
016306.OF,农银汇理专精特新C,2022-09-29
016307.OF,景顺长城北交所精选两年定开A,2022-08-23
016308.OF,景顺长城北交所精选两年定开C,2022-08-23
016311.OF,中欧优质企业A,2022-08-23
016312.OF,中欧优质企业C,2022-08-23
016325.OF,泰康北交所精选两年定开A,2023-04-07
016326.OF,泰康北交所精选两年定开C,2023-04-07
016332.OF,长城产业臻选A,2023-03-15
016333.OF,长城产业臻选C,2023-03-15
016340.OF,银河价值成长A,2022-11-09
016341.OF,银河价值成长C,2022-11-09
016345.OF,长安行业成长A,2022-09-29
016346.OF,长安行业成长C,2022-09-29
016350.OF,招商碳中和主题A,2022-09-26
016351.OF,招商碳中和主题C,2022-09-26
016370.OF,信澳业绩驱动A,2022-08-25
016371.OF,信澳业绩驱动C,2022-08-25
